token_address,vol_24h,early_velocity_ratio,early_trade_dominance
0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,0,0,
0xdd3b11ef34cd511a2da159034a05fcb94d806686,0,0,
0x36ff4dae0e88113d68b1209e245b0e3af92e9d58,0,0,
0x85614a474dbeed440d5bbdb8ac50b0f22367f997,0,0,
0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,0,0,
0x8080779e8366ea28cd1c99bd66ac6d04fce73bf9,6132076.065647752,0.1884672040906877,0.002410197467935804
0xb8a914a00664e9361eae187468eff94905dfbc15,0,0,
0x1c1cc0747cc0f9721fbf4835d4733e3dc13bb08c,2904687.4615502083,0.9999996958715818,0.036729632712352134
0xb898e3d577b865c13e4604decf6b55db3d7fa48d,2152098.4348559338,1,0.029898748077949032
0x6426b6c2a9108fa815bccca3a3232301e1895742,54633.96624629563,0.018414017895236754,0.015387760723980057
0x8ecc2d6467a0398d3fa549a3bfa05640fcc567c8,2663205.1735798432,0.9453429041704374,0.011654887438666436
0x7761883c68832bdd958bdd70fa415c0b313592bd,2375109.2444974994,1,0.03615763017161046
0xe07f9d810a48ab5c3c914ba3ca53af14e4491e8a,0,0,
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,0,0,
0x76e222b07c53d28b89b0bac18602810fc22b49a8,0,0,
0x7de1cb532a084956d32a2294175bf2a7a878ffb7,16849.59372715129,0.006351557796255038,0.26705631491325493
0xe92344b4edf545f3209094b192e46600a19e7c2d,0,0,
0xaccfd598ef801178ed6c816c234b16ec51ae9f32,89959.53459475862,0.0015843501233469119,0.03994392607950821
0xe8cbeccf2140238c5358e60c69203303f3a91732,1320096.4851514425,0.6797549381560986,0.014601600880551317
0x8f4d9102661fb74adae2fb6b85a6b16f872f6b66,768.5418546365565,0.00000563106725243346,0.29570546175064494
0xd0960e55d9354f14d208669a9ac770ebf50328d0,12416410.63449202,0.5133938448683871,0.0026042431962767444
0xede0a3332bb2a3bd73c50e4055f52f14d00443ba,2224807.2696628333,0.9999998260186536,0.009472833831267374
0x7d4a23832fad83258b32ce4fd3109ceef4332af4,0,0,
0xfeac2eae96899709a43e252b6b92971d32f9c0f9,0,0,
0x6bf7788eaa948d9ffba7e9bb386e2d3c9810e0fc,1189.9963395690081,0.0003321020727163225,0.24922343020319734
0x8b9b95292f890df47fff5ac9cbe93d5fc242bd51,0,0,
0x0bc32b69b4b4e128e8f7adfc30ce6fed74fff546,2151850.7816669038,1,0.03803111477867243
0xbe445f5ef7edb8829203ab0a3298d9eff4560616,60114.36875722719,0.025303920469321818,0.03947152767638412
0xb8b295df2cd735b15be5eb419517aa626fc43cd5,0,0,
0xa8f488bd54b9e188cf3d89b0b696addaaf491e5a,8450169.868894503,0.9999333440272168,0.0043099054552334475
0x9d70bae2944ffa477f37bae227fd981e6eb31982,7698.584523023156,0.0013479726824761446,0.1302163991318154
0x0391d2021f89dc339f60fff84546ea23e337750f,0,0,
0x1e33e98af620f1d563fcd3cfd3c75ace841204ef,15195904.86340254,0.08778815316695468,0.04339716312098309
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0,0,
0x8a9c4dfe8b9d8962b31e4e16f8321c44d48e246e,0,0,
0x9e72a0e219cff0011069ae7b0da73fa26280f41b,4080242.228533065,0.40466753588028403,0.011276555294758418
0x7ca5af5ba3472af6049f63c1abc324475d44efc1,0,0,
0x2712ccb37be4a718cebd44defe5cd0ae5fb0346e,1868874.5733391093,0.360293277998651,0.002871585448632072
0xd33e49b37fadecefc3c5eaa897a9b63d530c2c14,2335986.9384317724,0.9998671385454371,0.05232734256254897
0xaff2565091e7207191dbe340b8528d02fa78d044,0,0,
0x467bccd9d29f223bce8043b84e8c8b282827790f,0,0,
0x52498f8d9791736f1d6398fe95ba3bd868114d10,0,0,
0xcc4304a31d09258b0029ea7fe63d032f52e44efe,0,0,
0xabd4c63d2616a5201454168269031355f4764337,0,0,
0x8c9532a60e0e7c6bbd2b2c1303f63ace1c3e9811,0,0,
0x87cd6ec2c0a14af16574e13e1a7be486cd6cd8f4,3488522.4861003514,0.41914900181768777,0.005124994329299595
0x5417994ae69e6ccb283bb6dbdba3006b3d3f9f95,2940728.265789287,0.14994910796232302,0.0048655642828893874
0x062281bbd710528a661f629b0de6b38e70ca4d3c,4307736.2792069735,1,0.01954533673581087
