date,open,high,low,close,volume_btc,volume_usd,log_ret,abs_log_ret
2025-11-27,90487.28,91934.77,90083.46,91327.26,21381.51,1949917850.01,0.009240030817349016,0.009240030817349016
2025-11-28,91327.26,93116.85,90242.43,90917.53,28364.69,2595318230.11,-0.004496487283286568,0.004496487283286568
2025-11-29,90917.53,91201.7,90211.19,90842.76,9605.76,871610718.83,-0.0008227320083784907,0.0008227320083784907
2025-11-30,90842.76,91983.85,90363.83,90381.34,11291.12,1030115399.98,-0.005092269704722899,0.005092269704722899
2025-12-01,90381.34,90443.38,83828.42,86302.37,56213.9,4839357127.84,-0.04618077010925612,0.04618077010925612
2025-12-02,86302.37,92332.31,86199.69,91315.07,45736.14,4090746747.17,0.05645877416797277,0.05645877416797277
2025-12-03,91315.07,94192.91,91041.2,93464.62,41538.16,3856959977.71,0.023267134742045874,0.023267134742045874
2025-12-04,93464.62,94089.06,90913.17,92106.94,28655.33,2655580450.16,-0.0146326756633068,0.0146326756633068
2025-12-05,92106.94,92717.53,88116.59,89352.03,32962.38,2976454083.09,-0.03036633231047527,0.03036633231047527
2025-12-06,89352.03,90291.46,88942.96,89262.3,10824.34,969656691.35,-0.001004734699040846,0.001004734699040846
2025-12-07,89262.3,91783.95,87756.05,90413.99,19003.3,1705564638.74,0.012819785771559003,0.012819785771559003
2025-12-08,90413.99,92303.63,89623.92,90661.73,29264.71,2657534555.78,0.00273631555437484,0.00273631555437484
2025-12-09,90661.73,94617.1,89530.61,92701.41,33300.59,3069266494.39,0.02224835519601936,0.02224835519601936
2025-12-10,92701.41,94506.56,91582.52,92038.34,31975.44,2959837905.11,-0.007178453444278886,0.007178453444278886
2025-12-11,92038.34,93581.1,89281.34,92546.9,34699.18,3150988931.6,0.005510313682793679,0.005510313682793679
2025-12-12,92546.9,92774.35,89499.86,90277.47,23943.19,2181249699.44,-0.02482761541954264,0.02482761541954264
2025-12-13,90277.47,90655.09,89789.11,90262.18,4873.94,439868316.39,-0.00016938107542102673,0.00016938107542102673
2025-12-14,90262.18,90495.22,87605.5,88169.62,13925.51,1240055595.3,-0.02345608732198349,0.02345608732198349
2025-12-15,88169.62,90044.99,85149.06,86421.58,32063.56,2801710553.18,-0.020025046092123105,0.020025046092123105
2025-12-16,86421.58,88144.98,85264.64,87851.74,29881.81,2601098656.79,0.01641320778372788,0.01641320778372788
2025-12-17,87851.74,90343.35,85280.69,86223.21,36654.93,3196552925.86,-0.018711221958347898,0.018711221958347898
2025-12-18,86223.21,89450.72,84424.2,85478.7,37000.62,3212930907.73,-0.00867217686748905,0.00867217686748905
2025-12-19,85478.7,89360.77,85085.96,88107.2,30053.32,2631213615.27,0.03028703281549195,0.03028703281549195
2025-12-20,88107.2,88542.21,87793.71,88340.83,5509.23,485865198.65,0.0026481467266146618,0.0026481467266146618
2025-12-21,88340.83,89047.71,87586.96,88647.8,9049.14,798755210.48,0.0034688138758478862,0.0034688138758478862
2025-12-22,88647.8,90551.12,87881.68,88566.92,29006.12,2587981701.25,-0.000912791055005946,0.000912791055005946
2025-12-23,88566.92,88897.58,86559.41,87440.81,23920.9,2097762546.31,-0.012796317142059137,0.012796317142059137
2025-12-24,87440.81,88003.03,86365.36,87620.12,16558.92,1443982911.33,0.002048544614800401,0.002048544614800401
2025-12-25,87620.12,88545.97,86913.66,87183.32,8950.93,785512556.31,-0.004997623721076114,0.004997623721076114
2025-12-26,87183.32,89503.42,86589.77,87315.1,24423.76,2146285656.23,0.0015103864556723192,0.0015103864556723192
2025-12-27,87315.1,87925.14,87154.06,87823.31,4960.63,433943569.04,0.00580354048459262,0.00580354048459262
2025-12-28,87823.31,88018.43,87381.32,87886.81,5733.05,502876455.57,0.0007227813943150504,0.0007227813943150504
2025-12-29,87886.81,90327.16,86704.68,87133.26,30609.16,2698231723.66,-0.00861106564902698,0.00861106564902698
2025-12-30,87133.26,89341.34,86732.68,88410.54,22736.07,2002631036.31,0.014552522405782801,0.014552522405782801
2025-12-31,88410.54,89105.68,87109.45,87519.13,18255.84,1607399099.44,-0.010133795266151132,0.010133795266151132
2026-01-01,87519.13,88806.59,87400.21,88742.68,9510.96,835819448.91,0.013883548041462315,0.013883548041462315
2026-01-02,88742.68,90940.54,88289.33,89959.25,32178.91,2884180579.57,0.013615843936961471,0.013615843936961471
2026-01-03,89959.25,90692.56,89288.1,90598.87,8300.07,747315427.58,0.007084950547293739,0.007084950547293739
2026-01-04,90598.87,91750.6,90598.62,91499.58,10582.97,965791644.63,0.009892641542034907,0.009892641542034907
2026-01-05,91499.58,94804.38,91483.13,93871.45,32652.53,3048567458.71,0.02559191101723346,0.02559191101723346
2026-01-06,93871.45,94428.7,91210.45,93720.48,29297.33,2727558377.19,-0.0016095578588361473,0.0016095578588361473
2026-01-07,93720.48,93720.65,90363.64,91287.12,26753.28,2453135155.95,-0.026307031000713764,0.026307031000713764
2026-01-08,91287.12,91578.27,89212.31,91032.92,29489.79,2669597853.95,-0.0027885049248177704,0.0027885049248177704
2026-01-09,91032.92,91948.91,89596.59,90524.71,29088.95,2639588033.82,-0.0055983472282336985,0.0055983472282336985
2026-01-10,90524.71,90713.65,90279.2,90391.76,4793.55,433879311.46,-0.0014697393104396344,0.0014697393104396344
2026-01-11,90391.76,91164.56,90122.7,90885.04,7635.61,692346756.17,0.005442298380397285,0.005442298380397285
2026-01-12,90885.04,92416.57,90020.58,91199.65,31732.96,2898331129.52,0.0034556481720273823,0.0034556481720273823
2026-01-13,91199.65,96126.37,90944.45,95374.03,46070.59,4301006824.49,0.04475525981920049,0.04475525981920049
2026-01-14,95374.03,97943.22,94530.69,96945.09,50778.17,4896225428.34,0.016338416571155732,0.016338416571155732
2026-01-15,96945.09,97178.67,95102.98,95583.86,33226.15,3196525932.98,-0.01414075839163418,0.01414075839163418
2026-01-16,95583.86,95835.5,94246.25,95521.19,22063.25,2100277132.85,-0.0006558696617021167,0.0006558696617021167
2026-01-17,95521.19,95607.52,95004.98,95117.69,5648.6,538364408.82,-0.00423314071654578,0.00423314071654578
2026-01-18,95117.69,95496.67,93583.3,93642.09,8546.82,810822826.11,-0.015635005078892383,0.015635005078892383
2026-01-19,93642.09,93642.84,92102.43,92569.44,20554.89,1906749298.24,-0.011520896310455548,0.011520896310455548
2026-01-20,92569.44,92813.52,87793.26,88329.83,37990.43,3430827950.31,-0.04688118943048916,0.04688118943048916
2026-01-21,88329.83,90502.34,87190.29,89380.69,47306.93,4213648826.41,0.01182678716908778,0.01182678716908778
2026-01-22,89380.69,90290.41,88441.13,89484.18,23966.16,2143899739.23,0.0011571865570746624,0.0011571865570746624
2026-01-23,89484.18,91140.22,88466.06,89506.66,25137.21,2254080166.25,0.0002511860396677888,0.0002511860396677888
2026-01-24,89506.66,89821.98,89047.54,89107.75,5309.41,474658685.05,-0.004466724305633717,0.004466724305633717
2026-01-25,89107.75,89203.31,86008.64,86581.03,19788.52,1730278902.02,-0.028765573159488904,0.028765573159488904
2026-01-26,86581.03,88787.86,86429.64,88274.7,28600.46,2509845961.76,0.019372804883019106,0.019372804883019106
2026-01-27,88274.7,89447.82,87212.27,89136.28,24324.97,2147188638.9,0.009712891202815821,0.009712891202815821
2026-01-28,89136.28,90481.33,88729.36,89182.72,27525.65,2461353226.9,0.0005208643055414669,0.0005208643055414669
2026-01-29,89182.72,89229.19,83243.73,84528.58,45122.46,3865349822.0,-0.05359759681627656,0.05359759681627656
2026-01-30,84528.58,84612.31,81047.62,84135.11,53884.23,4468762184.41,-0.004665742979917966,0.004665742979917966
2026-01-31,84135.11,84152.35,76029.54,78664.02,52359.6,4182557013.42,-0.06723808732642048,0.06723808732642048
2026-02-01,78664.02,79363.96,75653.86,76910.99,47181.0,3668393771.09,-0.022537092549340887,0.022537092549340887
2026-02-02,76910.99,79328.7,74579.63,78690.46,63702.51,4931866234.02,0.022873149079143285,0.022873149079143285
2026-02-03,78690.46,79141.27,72882.55,75679.06,62810.31,4798731139.8,-0.03902042430586294,0.03902042430586294
2026-02-04,75679.06,76891.77,71724.93,73021.96,65420.8,4852815767.03,-0.0357412861193105,0.0357412861193105
2026-02-05,73021.96,73193.96,62227.01,62811.67,128064.14,8672008182.17,-0.1506193335926166,0.1506193335926166
2026-02-06,62811.67,71703.46,60069.72,70535.76,105746.35,7081161121.78,0.11597893102533224,0.11597893102533224
2026-02-07,70535.76,71647.04,67315.5,69259.24,35663.46,2471348000.05,-0.01826324949167577,0.01826324949167577
2026-02-08,69259.24,72226.42,68857.91,70297.07,24372.4,1719521388.77,0.014873553658021368,0.014873553658021368
2026-02-09,70297.07,71391.44,68260.19,70108.93,43610.47,3050117447.16,-0.0026799440565696505,0.0026799440565696505
2026-02-10,70108.93,70486.44,67878.02,68807.07,35555.88,2457073817.72,-0.018743674083259394,0.018743674083259394
2026-02-11,68807.07,69253.29,65725.74,67039.77,47410.63,3185414005.15,-0.02602047590723769,0.02602047590723769
2026-02-12,67039.77,68380.57,65084.07,66220.82,42922.43,2860084574.0,-0.012291110372049609,0.012291110372049609
2026-02-13,66220.82,69434.68,65825.83,68816.44,37610.93,2551829375.2,0.03844775487452907,0.03844775487452907
2026-02-14,68816.44,70524.71,68706.51,69790.74,18574.98,1293190971.53,0.014058666328300279,0.014058666328300279
2026-02-15,69790.74,70948.5,68048.86,68800.76,22109.67,1533047880.15,-0.014286544821219096,0.014286544821219096
2026-02-16,68800.76,70094.71,67269.9,68869.47,24726.24,1692393594.43,0.0009981824785946169,0.0009981824785946169
2026-02-17,68869.47,69214.45,66592.03,67477.52,31820.5,2156085885.94,-0.020418468496210835,0.020418468496210835
2026-02-18,67477.52,68444.93,65838.1,66434.2,32280.23,2164847401.62,-0.015582521246942508,0.015582521246942508
2026-02-19,66434.2,67299.79,65618.44,66983.75,29384.21,1956480958.57,0.00823806853524778,0.00823806853524778
2026-02-20,66983.75,68297.95,66442.67,67997.02,38044.13,2565992687.01,0.01501382802581369,0.01501382802581369
2026-02-21,67997.02,68686.92,67528.59,67965.05,11686.08,796953223.51,-0.0004702782267026482,0.0004702782267026482
2026-02-22,67965.05,68233.91,67170.64,67626.88,11615.92,786667936.82,-0.004988065309805031,0.004988065309805031
2026-02-23,67626.88,67663.82,63879.72,64642.48,42373.83,2766008869.19,-0.04513375733640375,0.04513375733640375
2026-02-24,64642.48,64996.35,62551.85,64069.84,45607.54,2906212702.97,-0.00889804143430512,0.00889804143430512
2026-02-25,64069.84,70005.48,63922.45,67998.99,55809.16,3753044530.52,0.05951911374542476,0.05951911374542476
2026-02-26,67998.99,68867.59,66508.93,67498.16,44886.39,3038274772.26,-0.007392513876939732,0.007392513876939732
2026-02-27,67498.16,68227.68,64948.18,65870.53,41323.2,2743694516.97,-0.024409189475942568,0.024409189475942568
2026-02-28,65870.53,67756.22,63030.34,66985.3,39423.24,2566186201.06,0.016782043561793407,0.016782043561793407
2026-03-01,66985.3,68190.48,65043.22,65774.35,31940.58,2126537310.68,-0.01824324763008628,0.01824324763008628
2026-03-02,65774.35,70116.05,65261.45,68831.94,52714.29,3577629869.35,0.045437936693903336,0.045437936693903336
2026-03-03,68831.94,69257.29,66148.66,68338.0,47295.99,3209229703.13,-0.007201900575966278,0.007201900575966278
2026-03-04,68338.0,74083.89,67407.2,72685.14,58364.24,4177397786.89,0.06167098117460394,0.06167098117460394
2026-03-05,72685.14,73580.61,70649.03,70883.43,39182.16,2818687736.82,-0.025100265222147266,0.025100265222147266
2026-03-06,70883.43,71415.18,67734.1,68110.63,37984.6,2634646708.86,-0.039903401820331724,0.039903401820331724
2026-03-07,68110.63,68536.12,66935.38,67261.55,11943.05,809381009.5,-0.01254454400653059,0.01254454400653059
2026-03-08,67261.55,68191.22,65631.31,65974.07,20832.2,1393620547.64,-0.019326964905524692,0.019326964905524692
2026-03-09,65974.07,69537.79,65835.73,68438.57,39703.44,2709476164.15,0.03667476855033994,0.03667476855033994
2026-03-10,68438.57,71784.73,68390.84,69961.25,41624.34,2928859556.81,0.02200496275175934,0.02200496275175934
2026-03-11,69961.25,71346.32,68986.08,70205.19,34413.1,2418277293.19,0.0034807225793342324,0.0034807225793342324
2026-03-12,70205.19,70804.8,69210.99,70527.68,33129.51,2322381597.45,0.004583016952130446,0.004583016952130446
2026-03-13,70527.68,73942.2,70402.18,70941.65,39598.04,2849291467.57,0.005852451292157998,0.005852451292157998
2026-03-14,70941.65,71312.93,70324.71,71223.72,9824.66,695397584.7,0.0039682008373387746,0.0039682008373387746
2026-03-15,71223.72,73214.29,70872.84,72828.77,16622.47,1194265898.73,0.02228516043790331,0.02228516043790331
2026-03-16,72828.77,74911.2,72291.22,74884.52,35432.38,2613830614.25,0.027836124152992494,0.027836124152992494
2026-03-17,74884.52,76011.83,73419.9,73936.64,37904.84,2819675253.63,-0.012738683369930191,0.012738683369930191
2026-03-18,73936.64,74703.58,70493.02,71248.69,29963.04,2164801322.0,-0.03703207721065842,0.03703207721065842
2026-03-19,71248.69,71617.06,68778.11,69918.84,31432.32,2199132834.75,-0.018841292194181843,0.018841292194181843
2026-03-20,69918.84,71362.83,69382.16,70504.27,28202.11,1979988250.54,0.008338134539338167,0.008338134539338167
2026-03-21,70504.27,71082.27,68569.14,68909.77,10135.48,712826361.45,-0.022875307683271427,0.022875307683271427
2026-03-22,68909.77,69575.11,67346.39,67853.59,19080.94,1307961491.93,-0.015445671962840026,0.015445671962840026
2026-03-23,67853.59,71809.18,67435.52,70882.02,34476.12,2411208073.25,0.04366450904820359,0.04366450904820359
2026-03-24,70882.02,71384.93,68897.47,70532.1,27209.19,1908823520.28,-0.00494887942122259,0.00494887942122259
2026-03-25,70532.1,72021.21,70378.93,71305.31,21670.32,1542312170.57,0.01090287335964173,0.01090287335964173
2026-03-26,71305.31,71409.93,68112.31,68781.63,28504.28,1977691874.86,-0.036034095227545665,0.036034095227545665
2026-03-27,68781.63,69134.01,65507.78,66365.12,34935.43,2331409861.49,-0.0357650862143914,0.0357650862143914
2026-03-28,66365.12,67248.52,65892.41,66327.41,12045.71,801747050.55,-0.0005683816717519567,0.0005683816717519567
2026-03-29,66327.41,67075.8,64960.31,65967.75,14862.65,985393652.08,-0.0054372493456652645,0.0054372493456652645
2026-03-30,65967.75,68118.37,65754.18,66744.36,34021.82,2284385033.06,0.011703813087348004,0.011703813087348004
2026-03-31,66744.36,68533.41,65932.38,68233.98,34649.11,2333599626.6,0.022072881909569794,0.022072881909569794
2026-04-01,68233.98,69284.9,67544.7,68108.11,24234.59,1656756766.28,-0.0018463855990329275,0.0018463855990329275
2026-04-02,68108.11,68646.83,65700.61,66895.02,26281.88,1756579345.55,-0.01797177073747673,0.01797177073747673
2026-04-03,66895.02,67366.42,66278.89,66953.31,12707.87,849007595.22,0.0008709858940334686,0.0008709858940334686
2026-04-04,66953.31,67533.41,66775.08,67291.01,6444.27,432782453.72,0.005031135951686123,0.005031135951686123
2026-04-05,67291.01,69112.22,66604.57,69004.15,10554.43,712749539.51,0.025140000968897208,0.025140000968897208
2026-04-06,69004.15,70367.01,68336.5,68852.96,26913.27,1870697978.1,-0.002193431454008583,0.002193431454008583
2026-04-07,68852.96,72753.63,67716.12,71917.66,31146.4,2160155962.23,0.04354863722062025,0.04354863722062025
2026-04-08,71917.66,72857.69,70691.49,71086.44,28765.74,2059667780.52,-0.011625252162013317,0.011625252162013317
2026-04-09,71086.44,73148.53,70472.93,71803.46,29224.6,2095261926.07,0.010036062987387405,0.010036062987387405
2026-04-10,71803.46,73473.25,71434.98,72990.26,26151.44,1898530601.35,0.01639334328084755,0.01639334328084755
2026-04-11,72990.26,73823.07,72567.95,73077.66,9513.07,695313988.08,0.0011967037037355095,0.0011967037037355095
2026-04-12,73077.66,73165.73,70520.78,70750.05,13674.97,976072693.15,-0.032369468055852606,0.032369468055852606
2026-04-13,70750.05,74923.25,70582.11,74444.78,38520.57,2787168328.38,0.050904399264442096,0.050904399264442096
2026-04-14,74444.78,76121.51,73862.14,74176.82,42928.16,3211194613.9,-0.0036059400565265996,0.0036059400565265996
2026-04-15,74176.82,75450.74,73544.61,74831.35,22132.36,1645779221.08,0.008785212377428688,0.008785212377428688
2026-04-16,74831.35,75535.99,73312.86,75166.87,21293.97,1588474680.96,0.004473660548520374,0.004473660548520374
2026-04-17,75166.87,78372.28,74562.88,77102.12,35808.41,2753010618.88,0.025420201577969908,0.025420201577969908
2026-04-18,77102.12,77445.06,75476.58,75732.23,11067.1,844792731.06,-0.01792694753792192,0.01792694753792192
2026-04-19,75732.23,76274.36,73795.54,73824.27,15661.21,1176631430.59,-0.025516290078931456,0.025516290078931456
2026-04-20,73824.27,76596.97,73747.69,75864.88,23467.24,1769210218.91,0.027266323887025698,0.027266323887025698
2026-04-21,75864.88,76924.94,74828.26,76349.35,23009.24,1746476121.6,0.006365654984500754,0.006365654984500754
2026-04-22,76349.35,79515.58,76149.0,78209.43,30196.53,2365765590.07,0.02407071031299693,0.02407071031299693
2026-04-23,78209.43,78705.03,76986.12,78283.64,26275.53,2046838021.24,0.0009484126749200292,0.0009484126749200292
2026-04-24,78283.64,78604.69,77435.62,77682.54,17147.0,1336874771.3,-0.007708119493581877,0.007708119493581877
